DiseaseCode,DiseaseName,Occurances,SymptomsCode,SymptomsName
C0024713,manic disorder,85,C0438696,suicidal
C0024713,manic disorder,85,C0917799,hypersomnia
C0024713,manic disorder,85,C0424000,feeling suicidal
C0024713,manic disorder,85,C0948786,blanch
C0024713,manic disorder,85,C0233762,hallucinations auditory
C0024713,manic disorder,85,C0233763,hallucinations visual
C0024713,manic disorder,85,C0233492,elation
C0024713,manic disorder,85,C0424068,verbal auditory hallucinations
C0024713,manic disorder,85,C0150041,feeling hopeless
C0024713,manic disorder,85,C1299586,difficulty
C0024713,manic disorder,85,C0231187,decompensation
C0024713,manic disorder,85,C0558089,verbally abusive behavior
C0024713,manic disorder,85,C0438696,suicidal
C0024713,manic disorder,85,C0424000,feeling suicidal
C0031212,personality disorder,84,C0028084,nightmare
C0031212,personality disorder,84,C0150041,feeling hopeless
C0031212,personality disorder,84,C0558141,transsexual
C0031212,personality disorder,84,C0233762,hallucinations auditory
C0031212,personality disorder,84,C0022107,irritable mood
C0031212,personality disorder,84,C0917801,sleeplessness
C0031212,personality disorder,84,C0085631,agitation
C0031212,personality disorder,84,C0424109,weepiness
C0031212,personality disorder,84,C0344315,mood depressed
C0031212,personality disorder,84,C1384489,scratch marks
C0031212,personality disorder,84,C0027498,nausea and vomiting
C0031212,personality disorder,84,C0277794,extreme exhaustion
C0031212,personality disorder,84,C0748706,side pain
C0031212,personality disorder,84,C0233481,worry
C0031212,personality disorder,84,C0014394,enuresis
C0031212,personality disorder,84,C0237154,homelessness
C0031212,personality disorder,84,C0027769,nervousness
C0031212,personality disorder,84,C0003962,ascites
C0031212,personality disorder,84,C0033774,pruritus
C0019204,primary carcinoma of the liver cells,82,C0577559,mass of body structure
C0019204,primary carcinoma of the liver cells,82,C0038002,splenomegaly
C0019204,primary carcinoma of the liver cells,82,C0221198,lesion
C0019204,primary carcinoma of the liver cells,82,C0030552,paresis
C0019204,primary carcinoma of the liver cells,82,C1269955,tumor cell invasion
C0019204,primary carcinoma of the liver cells,82,C0848277,room spinning
C0019204,primary carcinoma of the liver cells,82,C0019080,haemorrhage
C0019204,primary carcinoma of the liver cells,82,C0205400,thicken
C0019204,primary carcinoma of the liver cells,82,C0085632,indifferent mood
C0019204,primary carcinoma of the liver cells,82,C0006625,cachexia
C0019204,primary carcinoma of the liver cells,82,C0020672,"hypothermia, natural"
C0019204,primary carcinoma of the liver cells,82,C0000737,pain abdominal
C0019204,primary carcinoma of the liver cells,82,C0019209,hepatomegaly
C0019204,primary carcinoma of the liver cells,82,C0744727,hematocrit decreased
C0019204,primary carcinoma of the liver cells,82,C0085628,stupor
C0019204,primary carcinoma of the liver cells,82,C0043096,decreased body weight
C0019204,primary carcinoma of the liver cells,82,C0392680,shortness of breath
C0019204,primary carcinoma of the liver cells,82,C0010200,cough
C0034067,emphysema pulmonary,80,C0474395,behavior showing increased motor activity
C0034067,emphysema pulmonary,80,C0241158,scar tissue
C0034067,emphysema pulmonary,80,C0231807,dyspnea on exertion
C0034067,emphysema pulmonary,80,C0520966,coordination abnormal
C0034067,emphysema pulmonary,80,C0231528,myalgia
C0034067,emphysema pulmonary,80,C0020440,hypercapnia
C0034067,emphysema pulmonary,80,C0392162,clammy skin
C0034067,emphysema pulmonary,80,C0557075,has religious belief
C0034067,emphysema pulmonary,80,C0848277,room spinning
C0034067,emphysema pulmonary,80,C0859032,moan
C0034067,emphysema pulmonary,80,C0028081,night sweat
C0034067,emphysema pulmonary,80,C0006625,cachexia
C0034067,emphysema pulmonary,80,C0436331,symptom aggravating factors
C0034067,emphysema pulmonary,80,C0013404,dyspnea
C0034067,emphysema pulmonary,80,C0034642,rale
C0034067,emphysema pulmonary,80,C0016382,flushing
C0034067,emphysema pulmonary,80,C0221150,painful swallowing
C0034067,emphysema pulmonary,80,C0003862,arthralgia
C0034067,emphysema pulmonary,80,C0008301,choke
C0034067,emphysema pulmonary,80,C0232726,tenesmus
C0034067,emphysema pulmonary,80,C0009806,constipation
C0019112,hemorrhoids,80,C0019080,haemorrhage
C0019112,hemorrhoids,80,C0232695,bowel sounds decreased
C0019112,hemorrhoids,80,C0278014,decreased stool caliber
C0019112,hemorrhoids,80,C0027498,nausea and vomiting
C0019112,hemorrhoids,80,C0020175,hunger
C0019112,hemorrhoids,80,C0011991,diarrhea
C0019112,hemorrhoids,80,C0012833,dizziness
C0019112,hemorrhoids,80,C0020625,hyponatremia
C0019112,hemorrhoids,80,C0009024,clonus
C0019112,hemorrhoids,80,C0030193,pain
C0019112,hemorrhoids,80,C1321756,achalasia
C0019112,hemorrhoids,80,C0085624,burning sensation
C0019112,hemorrhoids,80,C0744492,guaiac positive
C0019112,hemorrhoids,80,C0239832,numbness of hand
C0019112,hemorrhoids,80,C0043144,wheezing
C0019112,hemorrhoids,80,C0010200,cough
C0006266,spasm bronchial,76,C0392680,shortness of breath
C0006266,spasm bronchial,76,C0241158,scar tissue
C0006266,spasm bronchial,76,C0277797,apyrexial
C0006266,spasm bronchial,76,C0262581,no known drug allergies
C0006266,spasm bronchial,76,C0030193,pain
C0006266,spasm bronchial,76,C0239134,productive cough
C0006266,spasm bronchial,76,C0242429,throat sore
C0006266,spasm bronchial,76,C0013404,dyspnea
C0006266,spasm bronchial,76,C0232292,chest tightness
C0006266,spasm bronchial,76,C0700292,hypoxemia
C0006266,spasm bronchial,76,C0231835,tachypnea
C0006266,spasm bronchial,76,C0234215,sensory discomfort
C0006266,spasm bronchial,76,C0015967,fever
C0006266,spasm bronchial,76,C0042963,vomiting
C0006266,spasm bronchial,76,C0035508,rhonchus
C0006266,spasm bronchial,76,C0018991,hemiplegia
C0006266,spasm bronchial,76,C0231890,fremitus
C0003537,aphasia,76,C0009024,clonus
C0003537,aphasia,76,C0231872,egophony
C0003537,aphasia,76,C0427055,facial paresis
C0003537,aphasia,76,C0221470,aphagia
C0003537,aphasia,76,C0231530,muscle twitch
C0003537,aphasia,76,C0522224,paralyse
C0003537,aphasia,76,C0024031,low back pain
C0003537,aphasia,76,C0277823,charleyhorse
C0028756,obesity morbid,76,C0848168,out of breath
C0028756,obesity morbid,76,C0205254,sedentary
C0028756,obesity morbid,76,C0002962,angina pectoris
C0028756,obesity morbid,76,C0010200,cough
C0028756,obesity morbid,76,C0847488,unhappy
C0028756,obesity morbid,76,C0553668,labored breathing
C0028756,obesity morbid,76,C0020672,"hypothermia, natural"
C0028756,obesity morbid,76,C0013404,dyspnea
C0028756,obesity morbid,76,C0744727,hematocrit decreased
C0028756,obesity morbid,76,C0043144,wheezing
C0028756,obesity morbid,76,C0700292,hypoxemia
C0028756,obesity morbid,76,C0235634,renal angle tenderness
C0028756,obesity morbid,76,C0424749,feels hot/feverish
C0034186,pyelonephritis,74,C0015967,fever
C0034186,pyelonephritis,74,C0030193,pain
C0034186,pyelonephritis,74,C0085606,urgency of micturition
C0034186,pyelonephritis,74,C0018965,hematuria
C0034186,pyelonephritis,74,C0042963,vomiting
C0034186,pyelonephritis,74,C0085593,chill
C0034186,pyelonephritis,74,C0011991,diarrhea
C0034186,pyelonephritis,74,C0027497,nausea
C0034186,pyelonephritis,74,C0000737,pain abdominal
C0034186,pyelonephritis,74,C0231528,myalgia
C0034186,pyelonephritis,74,C0015967,fever
C0034186,pyelonephritis,74,C0085593,chill
C0014118,endocarditis,71,C0008033,pleuritic pain
C0014118,endocarditis,71,C0205400,thicken
C0014118,endocarditis,71,C0231528,myalgia
C0014118,endocarditis,71,C0277797,apyrexial
C0014118,endocarditis,71,C0028081,night sweat
C0014118,endocarditis,71,C1517205,flare
C0014118,endocarditis,71,C0392680,shortness of breath
C0014118,endocarditis,71,C0085619,orthopnea
C0014118,endocarditis,71,C0549483,abscess bacterial
C0014118,endocarditis,71,C0020649,hypotension
C0014118,endocarditis,71,C0010200,cough
C0014118,endocarditis,71,C1513183,metastatic lesion
C0014118,endocarditis,71,C0238844,breath sounds decreased
C0014118,endocarditis,71,C0043096,decreased body weight
C0014118,endocarditis,71,,
C0014118,endocarditis,71,C0232118,pulsus paradoxus
C0014118,endocarditis,71,C0086439,hypokinesia
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,C0232267,pericardial friction rub
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,C0013404,dyspnea
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,C0392680,shortness of breath
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,C0578150,hemodynamically stable
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,C0018800,cardiomegaly
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,C0020649,hypotension
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,C0241235,sputum purulent
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,C0427055,facial paresis
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,C0030193,pain
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,C0028961,oliguria
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,C0312422,blackout
C0031039,effusion pericardial^UMLS:C1253937_pericardial effusion body substance,71,C0728899,intoxication
C0001973,chronic alcoholic intoxication,70,C0040822,tremor
C0001973,chronic alcoholic intoxication,70,C0233762,hallucinations auditory
C0001973,chronic alcoholic intoxication,70,C0438696,suicidal
C0001973,chronic alcoholic intoxication,70,C0424337,hoard
C0001973,chronic alcoholic intoxication,70,C0022107,irritable mood
C0001973,chronic alcoholic intoxication,70,C0150041,feeling hopeless
C0001973,chronic alcoholic intoxication,70,C0424000,feeling suicidal
C0001973,chronic alcoholic intoxication,70,C0233647,neologism
C0001973,chronic alcoholic intoxication,70,C0036572,seizure
C0001973,chronic alcoholic intoxication,70,C0237154,homelessness
C0001973,chronic alcoholic intoxication,70,C0917801,sleeplessness
C0001973,chronic alcoholic intoxication,70,C0041657,unconscious state
C0001973,chronic alcoholic intoxication,70,C0030318,panic
C0001973,chronic alcoholic intoxication,70,C0238844,breath sounds decreased
C0001973,chronic alcoholic intoxication,70,C0392680,shortness of breath
C0032326,pneumothorax,68,C0013404,dyspnea
C0032326,pneumothorax,68,C0425560,cardiovascular finding^UMLS:C1320716_cardiovascular event
C0032326,pneumothorax,68,C0019079,haemoptysis
C0032326,pneumothorax,68,C0010200,cough
C0032326,pneumothorax,68,C0020440,hypercapnia
C0032326,pneumothorax,68,C0037580,soft tissue swelling
C0032326,pneumothorax,68,C0242453,prostatism
C0032326,pneumothorax,68,C0085631,agitation
C0011206,delirium,68,C1273573,unsteady gait
C0011206,delirium,68,C0424092,withdraw
C0011206,delirium,68,C0020625,hyponatremia
C0011206,delirium,68,C0558089,verbally abusive behavior
C0011206,delirium,68,C0424000,feeling suicidal
C0011206,delirium,68,C0241526,unresponsiveness
C0011206,delirium,68,C0233481,worry
C0011206,delirium,68,C0013144,drowsiness^UMLS:C0234450_sleepy
C0011206,delirium,68,C0233762,hallucinations auditory
C0011206,delirium,68,C0438696,suicidal
C0011206,delirium,68,C0015967,fever
C0011206,delirium,68,C0011991,diarrhea
C0027947,neutropenia,68,C1096646,transaminitis
C0027947,neutropenia,68,C0038002,splenomegaly
C0027947,neutropenia,68,C0028081,night sweat
C0027947,neutropenia,68,C0277797,apyrexial
C0027947,neutropenia,68,C0221198,lesion
C0027947,neutropenia,68,C1260880,snuffle
C0027947,neutropenia,68,C0085593,chill
C0027947,neutropenia,68,C0010200,cough
C0027947,neutropenia,68,C0746619,monoclonal
C0027947,neutropenia,68,C0020598,hypocalcemia result
C0027947,neutropenia,68,C0028961,oliguria
C0027947,neutropenia,68,C0427629,rhd positive
C0027947,neutropenia,68,C0476273,distress respiratory
C0020433,hyperbilirubinemia,68,C0010520,cyanosis
C0020433,hyperbilirubinemia,68,C0231835,tachypnea
C0020433,hyperbilirubinemia,68,C0233070,para 1
C0020433,hyperbilirubinemia,68,C0428977,bradycardia
C0020433,hyperbilirubinemia,68,C0006157,breech presentation
C0020433,hyperbilirubinemia,68,C0332601,cushingoid facies^UMLS:C0878661_cushingoid habitus
C0020433,hyperbilirubinemia,68,C0010200,cough
C0020433,hyperbilirubinemia,68,C0231528,myalgia
C0021400,influenza,68,C0242143,uncoordination
C0021400,influenza,68,C0015967,fever
C0021400,influenza,68,C0008033,pleuritic pain
C0021400,influenza,68,C1260880,snuffle
C0021400,influenza,68,C0242429,throat sore
C0021400,influenza,68,C0231218,malaise
C0021400,influenza,68,C0742985,debilitation
C0021400,influenza,68,C0436331,symptom aggravating factors
C0021400,influenza,68,C0085593,chill
C0021400,influenza,68,C0240962,scleral icterus
C0021400,influenza,68,C0277873,nasal flaring
C0021400,influenza,68,C0013428,dysuria
C0021400,influenza,68,C0542073,lip smacking
C0021400,influenza,68,C0018681,headache
C0021400,influenza,68,C0037383,sneeze
C0021400,influenza,68,C0037384,snore
C0021400,influenza,68,C0457097,green sputum
C0021400,influenza,68,C0392680,shortness of breath
C0021400,influenza,68,C0476273,distress respiratory
C0021400,influenza,68,C0312422,blackout
C0021400,influenza,68,C0277794,extreme exhaustion
C0439857,dependence,67,C0728899,intoxication
C0439857,dependence,67,C0040822,tremor
C0439857,dependence,67,C0085631,agitation
C0439857,dependence,67,C0438696,suicidal
C0439857,dependence,67,C0237154,homelessness
C0439857,dependence,67,C0242453,prostatism
C0439857,dependence,67,C0023380,lethargy
C0439857,dependence,67,C0036572,seizure
C0439857,dependence,67,C0231530,muscle twitch
C0439857,dependence,67,C0848340,stuffy nose
C0439857,dependence,67,C0150041,feeling hopeless
C0439857,dependence,67,C0581911,heavy legs
C0439857,dependence,67,C0034642,rale
C0087086,thrombus,67,C0086439,hypokinesia
C0087086,thrombus,67,C0003123,anorexia
C0087086,thrombus,67,C0235396,hypertonicity
C0087086,thrombus,67,C0392680,shortness of breath
C0087086,thrombus,67,C0239981,hypoalbuminemia
C0087086,thrombus,67,C0033774,pruritus
C0087086,thrombus,67,C0234233,sore to touch
C0087086,thrombus,67,C0578150,hemodynamically stable
C0087086,thrombus,67,C0427055,facial paresis
C0087086,thrombus,67,C0042963,vomiting
C0087086,thrombus,67,C0241252,stool color yellow
C0008325,cholecystitis,66,C0859032,moan
C0008325,cholecystitis,66,C0027497,nausea
C0008325,cholecystitis,66,C0000737,pain abdominal
C0008325,cholecystitis,66,C0277977,Murphy's sign
C0008325,cholecystitis,66,C0016204,flatulence
C0008325,cholecystitis,66,C0232488,colic abdominal
C0008325,cholecystitis,66,C0030193,pain
C0008325,cholecystitis,66,C0003962,ascites
C0008325,cholecystitis,66,C0011991,diarrhea
C0008325,cholecystitis,66,C0151878,qt interval prolonged
C0008325,cholecystitis,66,C0425560,cardiovascular finding^UMLS:C1320716_cardiovascular event
C0008325,cholecystitis,66,C0541992,groggy
C0008325,cholecystitis,66,C0232201,sinus rhythm
C0008325,cholecystitis,66,C0425449,gasping for breath
C0008325,cholecystitis,66,C0009806,constipation
C0008325,cholecystitis,66,C0474505,feces in rectum
C0008325,cholecystitis,66,C0702118,abnormally hard consistency
C0019291,hernia hiatal,61,C0000737,pain abdominal
C0019291,hernia hiatal,61,C0231230,fatigability
C0019291,hernia hiatal,61,C0240805,prodrome
C0019291,hernia hiatal,61,C0042963,vomiting
C0019291,hernia hiatal,61,C0027497,nausea
C0019291,hernia hiatal,61,C0231528,myalgia
C0019291,hernia hiatal,61,C0020625,hyponatremia
C0019291,hernia hiatal,61,C0234233,sore to touch
C0019291,hernia hiatal,61,C0858924,general discomfort
C0019291,hernia hiatal,61,C0231807,dyspnea on exertion
C0019291,hernia hiatal,61,C0232766,asterixis
C0019291,hernia hiatal,61,C0744492,guaiac positive
C0019291,hernia hiatal,61,C0239832,numbness of hand
C0019291,hernia hiatal,61,C0018681,headache
C0019291,hernia hiatal,61,C0085636,photophobia
C0149931,migraine disorders,61,C0002416,ambidexterity
C0149931,migraine disorders,61,C0042963,vomiting
C0149931,migraine disorders,61,C0012833,dizziness
C0149931,migraine disorders,61,C0028643,numbness
C0149931,migraine disorders,61,C0027497,nausea
C0149931,migraine disorders,61,C0015967,fever
C0149931,migraine disorders,61,C0038002,splenomegaly
C0030312,pancytopenia,61,C0020639,hypoproteinemia
C0030312,pancytopenia,61,C0015672,fatigue
C0030312,pancytopenia,61,C0019080,haemorrhage
C0030312,pancytopenia,61,C0231230,fatigability
C0030312,pancytopenia,61,C0332601,cushingoid facies^UMLS:C0878661_cushingoid habitus
C0030312,pancytopenia,61,C0241252,stool color yellow
C0030312,pancytopenia,61,C0232488,colic abdominal
C0008350,cholelithiasis^UMLS:C0242216_biliary calculus,61,C0042963,vomiting
C0008350,cholelithiasis^UMLS:C0242216_biliary calculus,61,C0027497,nausea
C0008350,cholelithiasis^UMLS:C0242216_biliary calculus,61,C0000737,pain abdominal
C0008350,cholelithiasis^UMLS:C0242216_biliary calculus,61,C0030193,pain
C0008350,cholelithiasis^UMLS:C0242216_biliary calculus,61,C0332601,cushingoid facies^UMLS:C0878661_cushingoid habitus
C0008350,cholelithiasis^UMLS:C0242216_biliary calculus,61,C0003962,ascites
C0008350,cholelithiasis^UMLS:C0242216_biliary calculus,61,C0205400,thicken
C0008350,cholelithiasis^UMLS:C0242216_biliary calculus,61,C0234233,sore to touch
C0008350,cholelithiasis^UMLS:C0242216_biliary calculus,61,C0011991,diarrhea
C0008350,cholelithiasis^UMLS:C0242216_biliary calculus,61,C0277797,apyrexial
C0008350,cholelithiasis^UMLS:C0242216_biliary calculus,61,C0030252,palpitation
C0039239,tachycardia sinus,56,C0238705,left atrial hypertrophy
C0039239,tachycardia sinus,56,C0038990,sweat^UMLS:C0700590_sweating increased
C0039239,tachycardia sinus,56,C0556346,alcohol binge episode
C0039239,tachycardia sinus,56,C0438716,pressure chest
C0039239,tachycardia sinus,56,C0241158,scar tissue
C0039239,tachycardia sinus,56,C0425560,cardiovascular finding^UMLS:C1320716_cardiovascular event
C0039239,tachycardia sinus,56,C0149746,orthostasis
C0039239,tachycardia sinus,56,C0392680,shortness of breath
C0039239,tachycardia sinus,56,C0520888,t wave inverted
C0039239,tachycardia sinus,56,C0042963,vomiting
C0039239,tachycardia sinus,56,C0000737,pain abdominal
C1258215,ileus,56,C0549483,abscess bacterial
C1258215,ileus,56,C0000727,abdomen acute
C1258215,ileus,56,C0740844,air fluid level
C1258215,ileus,56,C0425491,catching breath
C1258215,ileus,56,C0232498,abdominal tenderness
C1258215,ileus,56,C0027497,nausea
C1258215,ileus,56,C0234233,sore to touch
C1258215,ileus,56,C0016204,flatulence
C1258215,ileus,56,C0011991,diarrhea
C1258215,ileus,56,C0577559,mass of body structure
C1258215,ileus,56,C0277797,apyrexial
C1258215,ileus,56,C0009806,constipation
C1258215,ileus,56,C0205400,thicken
C1258215,ileus,56,C0232995,gravida 0
C1258215,ileus,56,C0000737,pain abdominal
C0001511,adhesion,57,C0016204,flatulence
C0001511,adhesion,57,C0030193,pain
C0001511,adhesion,57,C0456091,large-for-dates fetus
C0001511,adhesion,57,C0233070,para 1
C0001511,adhesion,57,C0042963,vomiting
C0001511,adhesion,57,C0034079,lung nodule
C0001511,adhesion,57,C0006157,breech presentation
C0001511,adhesion,57,C0392680,shortness of breath
C0001511,adhesion,57,C0043096,decreased body weight
C0001511,adhesion,57,C0231441,immobile
C0001511,adhesion,57,C1273573,unsteady gait
C0001511,adhesion,57,C0233763,hallucinations visual
C0001511,adhesion,57,C0424000,feeling suicidal
C0011253,delusion,56,C0240233,loose associations
C0011253,delusion,56,C0392701,giddy mood
C0011253,delusion,56,C0150041,feeling hopeless
C0011253,delusion,56,C0085631,agitation
C0011253,delusion,56,C0233762,hallucinations auditory
C0011253,delusion,56,C0022107,irritable mood
C0011253,delusion,56,C0917801,sleeplessness
C0011253,delusion,56,C0233647,neologism
C0011253,delusion,56,C0455204,homicidal thoughts
C0011253,delusion,56,C0578859,disturbed family
C0011253,delusion,56,C0233481,worry
C0011253,delusion,56,C0231187,decompensation
C0011253,delusion,56,C0558089,verbally abusive behavior
C0011253,delusion,56,C0007398,catatonia
C0011253,delusion,56,C0438696,suicidal
C0011253,delusion,56,C0558261,terrify
C0011253,delusion,56,C0312422,blackout
C0011253,delusion,56,C0424109,weepiness
C0011253,delusion,56,C0338656,impaired cognition
C0011253,delusion,56,C0022107,irritable mood
C0011253,delusion,56,C0085631,agitation
C0233472,affect labile,45,C0277794,extreme exhaustion
C0233472,affect labile,45,C0917801,sleeplessness
C0233472,affect labile,45,C0014394,enuresis
C0233472,affect labile,45,C0376405,patient non compliance
C0233472,affect labile,45,C0150041,feeling hopeless
C0233472,affect labile,45,C0233763,hallucinations visual
C0233472,affect labile,45,C0425251,bedridden^UMLS:C0741453_bedridden
C0233472,affect labile,45,C0242453,prostatism
